gene_type	gene_name
processed_pseudogene	RPL21P99
lncRNA	ENSG00000286566
processed_pseudogene	ENSG00000276431
lncRNA	ENSG00000257262
lncRNA	LINC02386
unitary_pseudogene	ENSG00000284682
rRNA_pseudogene	RNA5SP356
lncRNA	ENSG00000257932
unprocessed_pseudogene	ENSG00000258202
protein_coding	IPO8
lncRNA	ENSG00000285870
protein_coding	CAPRIN2
lncRNA	ENSG00000246331
lncRNA	LINC00941
lncRNA	ENSG00000285517
processed_pseudogene	PPIAP44
protein_coding	TSPAN11
transcribed_unprocessed_pseudogene	ENSG00000226472
transcribed_processed_pseudogene	ENSG00000256984
lncRNA	DDX11-AS1
protein_coding	DDX11
unprocessed_pseudogene	ENSG00000270926
transcribed_unprocessed_pseudogene	ENSG00000177359
processed_pseudogene	ENSG00000270766
processed_pseudogene	ENSG00000243517
processed_pseudogene	MREGP1
lncRNA	ENSG00000275097
protein_coding	SINHCAF
processed_pseudogene	ENSG00000256176
lncRNA	FLJ13224
lncRNA	LINC02387
protein_coding	DENND5B
snRNA	RNU6-618P
lncRNA	ENSG00000275769
processed_pseudogene	ENSG00000203437
processed_pseudogene	ENSG00000256159
processed_pseudogene	ANKRD49P2
lncRNA	DENND5B-AS1
snRNA	RNU5F-4P
processed_pseudogene	RPL31P50
protein_coding	AK4P3
protein_coding	ETFBKMT
protein_coding	AMN1
processed_pseudogene	STMN1P1
lncRNA	ENSG00000276900
processed_pseudogene	ENSG00000256843
processed_pseudogene	IFITM3P2
protein_coding	H3-5
snRNA	RNU6-1069P
snoRNA	ENSG00000252204
processed_pseudogene	ENSG00000256372
lncRNA	LINC02422
processed_pseudogene	ENSG00000256465
processed_pseudogene	ENSG00000244436
processed_pseudogene	RPL12P32
processed_pseudogene	ENSG00000256987
protein_coding	RESF1
lncRNA	ENSG00000276136
processed_pseudogene	ENSG00000257094
processed_pseudogene	ENSG00000257852
processed_pseudogene	ENSG00000271357
lncRNA	BICD1-AS1
protein_coding	BICD1
lncRNA	ENSG00000277342
processed_pseudogene	ENSG00000258134
lncRNA	ENSG00000274964
lncRNA	ENSG00000276115
protein_coding	FGD4
snRNA	RNU6-494P
protein_coding	DNM1L
processed_pseudogene	ENSG00000257643
lncRNA	ENSG00000276148
processed_pseudogene	ENSG00000257511
protein_coding	YARS2
lncRNA	ENSG00000274105
lncRNA	ENSG00000275854
lncRNA	ENSG00000286950
protein_coding	PKP2
lncRNA	ENSG00000274976
processed_pseudogene	RPL35AP27
processed_pseudogene	ASS1P14
lncRNA	ENSG00000257435
protein_coding	SYT10
lncRNA	ENSG00000259937
lncRNA	ENSG00000273853
processed_pseudogene	ENSG00000256070
snRNA	RNU6-400P
processed_pseudogene	ENSG00000270807
snRNA	RNU6-472P
lncRNA	ENSG00000245482
protein_coding	ALG10
lncRNA	ENSG00000256538
lncRNA	ENSG00000255628
unprocessed_pseudogene	ENSG00000256986
unprocessed_pseudogene	TUBB8P4
lncRNA	ENSG00000255652
rRNA_pseudogene	RNA5SP357
processed_pseudogene	DUX4L27
processed_pseudogene	AK6P1
unprocessed_pseudogene	ZNF970P
processed_pseudogene	AK6P2
unprocessed_pseudogene	CLUHP8
misc_RNA	ENSG00000274293
lncRNA	ENSG00000287442
rRNA_pseudogene	RNA5SP358
rRNA_pseudogene	RNA5SP359
unprocessed_pseudogene	TUBB8P5
unprocessed_pseudogene	ENSG00000257292
unprocessed_pseudogene	NF1P12
protein_coding	ALG10B
processed_pseudogene	ENSG00000257645
lncRNA	ENSG00000258119
protein_coding	CPNE8
lncRNA	CPNE8-AS1
unprocessed_pseudogene	ENSG00000257586
unprocessed_pseudogene	ENSG00000257237
lncRNA	LINC02406
processed_pseudogene	ENSG00000270718
protein_coding	KIF21A
lncRNA	ENSG00000286576
processed_pseudogene	ENSG00000255991
processed_pseudogene	ENSG00000270273
protein_coding	ABCD2
lncRNA	ENSG00000285732
protein_coding	C12orf40
protein_coding	SLC2A13
snoRNA	ENSG00000199571
processed_pseudogene	RPL30P13
lncRNA	LINC02555
lncRNA	LINC02471
lncRNA	LRRK2-DT
protein_coding	LRRK2
lncRNA	ENSG00000289310
processed_pseudogene	ENSG00000229899
polymorphic_pseudogene	MUC19
lncRNA	ENSG00000258167
snRNA	RNU6-713P
protein_coding	CNTN1
processed_pseudogene	ENSG00000257680
lncRNA	ENSG00000274682
protein_coding	PDZRN4
lncRNA	ENSG00000257228
rRNA_pseudogene	RNA5SP360
unprocessed_pseudogene	MTND2P17
unprocessed_pseudogene	MTND1P24
lncRNA	LINC02400
lncRNA	ENSG00000257239
processed_pseudogene	ENSG00000257128
lncRNA	ENSG00000286591
processed_pseudogene	ENSG00000271379
protein_coding	GXYLT1
protein_coding	YAF2
protein_coding	PPHLN1
processed_pseudogene	ENSG00000257674
protein_coding	ZCRB1
miRNA	MIR7851
lncRNA	ENSG00000274943
snRNA	RNU6-249P
processed_pseudogene	ENSG00000257376
protein_coding	PRICKLE1
lncRNA	ENSG00000257225
lncRNA	ENSG00000258068
lncRNA	LINC02402
processed_pseudogene	ENSG00000257687
processed_pseudogene	ENSG00000257405
lncRNA	LINC02451
processed_pseudogene	RPS27P21
lncRNA	LINC02450
processed_pseudogene	ENSG00000271272
lncRNA	ENSG00000257849
lncRNA	ENSG00000257373
processed_pseudogene	MRPS36P5
lncRNA	LINC02461
protein_coding	ADAMTS20
processed_pseudogene	ENSG00000241251
processed_pseudogene	ENSG00000257813
processed_pseudogene	ENSG00000271508
processed_pseudogene	EEF1A1P17
protein_coding	PUS7L
transcribed_unprocessed_pseudogene	ENSG00000257896
protein_coding	IRAK4
protein_coding	TWF1
protein_coding	TMEM117
processed_pseudogene	ZNF75BP
lncRNA	ENSG00000257947
processed_pseudogene	ENSG00000257864
lncRNA	ENSG00000275286
lncRNA	ENSG00000286671
protein_coding	NELL2
protein_coding	DBX2
lncRNA	DBX2-AS1
processed_pseudogene	RACGAP1P1
processed_pseudogene	SSBL3P
rRNA_pseudogene	RNA5SP361
lncRNA	ENSG00000287386
transcribed_processed_pseudogene	PLEKHA8P1
processed_pseudogene	ENSG00000257738
protein_coding	ANO6
lncRNA	ENSG00000278351
processed_pseudogene	ENSG00000257368
lncRNA	ENSG00000257657
lncRNA	ENSG00000273015
lncRNA	ENSG00000289229
protein_coding	ARID2
lncRNA	ENSG00000278475
misc_RNA	RN7SL246P
processed_pseudogene	KNOP1P2
protein_coding	SCAF11
lncRNA	ENSG00000289046
processed_pseudogene	ENSG00000239397
protein_coding	SLC38A1
lncRNA	ENSG00000274591
protein_coding	SLC38A2
lncRNA	SLC38A2-AS1
lncRNA	ENSG00000257261
lncRNA	ENSG00000257496
lncRNA	ENSG00000275481
TEC	ENSG00000278896
lncRNA	ENSG00000272369
unprocessed_pseudogene	OR7A19P
processed_pseudogene	MARK3P1
protein_coding	SLC38A4
lncRNA	ENSG00000274723
protein_coding	AMIGO2
protein_coding	PCED1B
transcribed_processed_pseudogene	IFITM3P6
miRNA	MIR4698
lncRNA	PCED1B-AS1
lncRNA	ENSG00000257925
lncRNA	ENSG00000258181
lncRNA	ENSG00000276454
processed_pseudogene	PPIAP45
snoRNA	ENSG00000199566
lncRNA	LINC02416
miRNA	MIR4494
lncRNA	LINC02156
processed_pseudogene	ADI1P3
processed_pseudogene	ENSG00000257807
processed_pseudogene	ENSG00000257905
protein_coding	RPAP3
lncRNA	ENSG00000276390
lncRNA	RPAP3-DT
protein_coding	ENDOU
TEC	ENSG00000280054
lncRNA	ENSG00000274902
protein_coding	RAPGEF3
protein_coding	SLC48A1
lncRNA	ENSG00000277173
protein_coding	HDAC7
lncRNA	ENSG00000268069
lncRNA	ENSG00000276691
lncRNA	ENSG00000274737
lncRNA	LINC02354
protein_coding	VDR
lncRNA	ENSG00000205537
lncRNA	ENSG00000278385
TEC	ENSG00000279840
protein_coding	TMEM106C
protein_coding	COL2A1
lncRNA	ENSG00000258203
lncRNA	ENSG00000257985
lncRNA	ENSG00000257955
lncRNA	ENSG00000276814
protein_coding	SENP1
transcribed_processed_pseudogene	ENSG00000240399
snRNA	RNU6-1203P
processed_pseudogene	ENSG00000226138
protein_coding	PFKM
miRNA	MIR6505
protein_coding	ASB8
lncRNA	ENSG00000274124
processed_pseudogene	ENSG00000258051
processed_pseudogene	PHBP18
processed_pseudogene	ENSG00000257848
protein_coding	CCDC184
TEC	ENSG00000279875
lncRNA	ENSG00000269514
protein_coding	OR10AD1
lncRNA	ENSG00000258234
lncRNA	ENSG00000275228
protein_coding	H1-7
unprocessed_pseudogene	ENSG00000258273
protein_coding	ZNF641
lncRNA	ENSG00000257735
unprocessed_pseudogene	OR5BK1P
lncRNA	ENSG00000273765
unprocessed_pseudogene	OR5BT1P
unprocessed_pseudogene	OR5BJ1P
unprocessed_pseudogene	OR8S21P
unprocessed_pseudogene	OR8T1P
protein_coding	ANP32D
protein_coding	C12orf54
lncRNA	ENSG00000258121
transcribed_processed_pseudogene	RPS10P20
transcribed_processed_pseudogene	ENSG00000197376
protein_coding	OR8S1
protein_coding	OR5BS1P
protein_coding	LALBA
unitary_pseudogene	OR11M1P
protein_coding	KANSL2
snoRNA	SNORA2C
miRNA	MIR1291
snoRNA	SNORA2A
snoRNA	SNORA2B
protein_coding	CCNT1
protein_coding	TEX49
lncRNA	ENSG00000257653
protein_coding	ADCY6
miRNA	MIR4701
lncRNA	ADCY6-DT
processed_pseudogene	ENSG00000271547
protein_coding	CACNB3
protein_coding	DDX23
protein_coding	RND1
snRNA	RNU6-600P
processed_pseudogene	RPL32P27
protein_coding	ENSG00000272822
protein_coding	CCDC65
protein_coding	FKBP11
protein_coding	ARF3
protein_coding	WNT10B
snRNA	RNU6-940P
protein_coding	WNT1
protein_coding	DDN
lncRNA	ENSG00000258283
lncRNA	DDN-AS1
protein_coding	PRKAG1
protein_coding	ENSG00000288710
protein_coding	KMT2D
protein_coding	RHEBL1
processed_pseudogene	ENSG00000277672
protein_coding	DHH
lncRNA	ENSG00000257346
protein_coding	LMBR1L
protein_coding	TUBA1B
lncRNA	ENSG00000258017
protein_coding	TUBA1A
protein_coding	TUBA1C
lncRNA	ENSG00000258101
lncRNA	ENSG00000258232
lncRNA	TROAP-AS1
protein_coding	PRPH
protein_coding	TROAP
protein_coding	C1QL4
protein_coding	DNAJC22
protein_coding	SPATS2
processed_pseudogene	ENSG00000257954
processed_pseudogene	ENSG00000257464
lncRNA	ENSG00000287537
protein_coding	KCNH3
protein_coding	MCRS1
protein_coding	PRPF40B
lncRNA	ENSG00000257964
protein_coding	FAM186B
snRNA	RNU6-834P
processed_pseudogene	POLR2KP1
processed_pseudogene	PARK7P1
processed_pseudogene	HIGD1AP9
protein_coding	FMNL3
protein_coding	TMBIM6
processed_pseudogene	ENSG00000257570
processed_pseudogene	LSM6P2
protein_coding	NCKAP5L
lncRNA	BCDIN3D-AS1
protein_coding	BCDIN3D
lncRNA	ENSG00000257253
processed_pseudogene	RPL35AP28
protein_coding	FAIM2
lncRNA	LINC02395
lncRNA	LINC02396
protein_coding	AQP2
lncRNA	AQP5-AS1
lncRNA	ENSG00000257378
protein_coding	AQP5
protein_coding	AQP6
protein_coding	RACGAP1
protein_coding	ASIC1
protein_coding	SMARCD1
protein_coding	GPD1
protein_coding	COX14
lncRNA	ENSG00000272368
protein_coding	CERS5
protein_coding	LIMA1
lncRNA	ENSG00000257298
transcribed_processed_pseudogene	ENSG00000257531
lncRNA	ENSG00000257256
miRNA	MIR1293
snRNA	RNU6-1093P
processed_pseudogene	ENSG00000278842
protein_coding	FAM186A
processed_pseudogene	ENSG00000244266
protein_coding	LARP4
protein_coding	DIP2B
snRNA	RNU6-769P
snRNA	RNU6-238P
processed_pseudogene	ENSG00000271018
protein_coding	ATF1
processed_pseudogene	ENSG00000271490
misc_RNA	RN7SL519P
protein_coding	TMPRSS12
processed_pseudogene	ENSG00000271621
protein_coding	METTL7A
protein_coding	ENSG00000289695
lncRNA	ENSG00000274156
processed_pseudogene	ENSG00000271596
protein_coding	HIGD1C
lncRNA	ENSG00000274797
protein_coding	SLC11A2
snRNA	RNU6-87P
snRNA	RNU6-1273P
protein_coding	LETMD1
protein_coding	CSRNP2
protein_coding	TFCP2
processed_pseudogene	RPL35AP29
transcribed_processed_pseudogene	PHBP19
snRNA	RNU6-199P
protein_coding	POU6F1
lncRNA	ENSG00000278126
protein_coding	DAZAP2
protein_coding	SMAGP
protein_coding	BIN2
protein_coding	CELA1
protein_coding	GALNT6
protein_coding	SLC4A8
lncRNA	SLC4A8-AS1
protein_coding	SCN8A
processed_pseudogene	HNRNPA3P10
lncRNA	ENSG00000260122
protein_coding	TMDD1
lncRNA	ENSG00000260473
lncRNA	ENSG00000261586
protein_coding	FIGNL2
lncRNA	FIGNL2-DT
protein_coding	ANKRD33
processed_pseudogene	ENSG00000258021
protein_coding	ACVRL1
protein_coding	ACVR1B
snRNA	RNU6-574P
protein_coding	TAMALIN
protein_coding	NR4A1
lncRNA	NR4A1AS
protein_coding	ATG101
lncRNA	ENSG00000257663
protein_coding	SMIM41
transcribed_unprocessed_pseudogene	OR7E47P
lncRNA	ENSG00000257989
lncRNA	LINC00592
protein_coding	KRT80
lncRNA	LINC02874
processed_pseudogene	METTL7AP1
protein_coding	KRT7
lncRNA	KRT7-AS
protein_coding	KRT86
transcribed_unprocessed_pseudogene	KRT87P
unprocessed_pseudogene	ENSG00000284883
lncRNA	ENSG00000257830
transcribed_unprocessed_pseudogene	ENSG00000285102
protein_coding	KRT81
lncRNA	ENSG00000287051
lncRNA	ENSG00000257829
protein_coding	KRT83
transcribed_unprocessed_pseudogene	KRT89P
protein_coding	KRT85
protein_coding	KRT84
lncRNA	ENSG00000258253
protein_coding	KRT82
lncRNA	ENSG00000257500
unprocessed_pseudogene	KRT90P
protein_coding	KRT75
protein_coding	KRT6B
protein_coding	KRT6C
protein_coding	KRT6A
protein_coding	KRT5
protein_coding	KRT71
protein_coding	KRT74
protein_coding	KRT72
lncRNA	KRT73-AS1
protein_coding	KRT73
unprocessed_pseudogene	KRT128P
protein_coding	KRT2
protein_coding	KRT1
protein_coding	KRT77
lncRNA	ENSG00000257700
unprocessed_pseudogene	KRT126P
unprocessed_pseudogene	KRT125P
processed_pseudogene	ENSG00000257616
unprocessed_pseudogene	ENSG00000257343
processed_pseudogene	BTBD10P1
unprocessed_pseudogene	KRT127P
processed_pseudogene	ARL2BPP2
protein_coding	KRT76
processed_pseudogene	ENSG00000257404
protein_coding	KRT3
protein_coding	KRT4
protein_coding	KRT79
processed_pseudogene	ENSG00000257389
protein_coding	KRT78
processed_pseudogene	RPL7P41
protein_coding	KRT8
protein_coding	KRT18
protein_coding	EIF4B
lncRNA	ENSG00000257475
lncRNA	ENSG00000257337
protein_coding	TNS2
miRNA	MIR6757
protein_coding	SPRYD3
protein_coding	IGFBP6
protein_coding	SOAT2
processed_pseudogene	VTI1BP3
snRNA	RNU6-333P
processed_pseudogene	HIGD1AP1
processed_pseudogene	EIF4A1P4
protein_coding	CSAD
lncRNA	ENSG00000257808
protein_coding	ZNF740
protein_coding	ITGB7
protein_coding	RARG
protein_coding	ENSG00000283536
protein_coding	MFSD5
protein_coding	ESPL1
protein_coding	PFDN5
lncRNA	ENSG00000288663
lncRNA	MYG1-AS1
protein_coding	MYG1
protein_coding	AAAS
protein_coding	SP7
protein_coding	SP1
protein_coding	AMHR2
protein_coding	PRR13
lncRNA	ENSG00000257379
protein_coding	PCBP2
lncRNA	PCBP2-OT1
misc_RNA	ENSG00000273658
protein_coding	MAP3K12
lncRNA	ENSG00000270175
protein_coding	TARBP2
protein_coding	NPFF
protein_coding	ATF7-NPFF
protein_coding	ATF7
lncRNA	ENSG00000257550
lncRNA	ENSG00000285692
processed_pseudogene	ENSG00000275488
protein_coding	ATP5MC2
processed_pseudogene	ENSG00000213470
protein_coding	CALCOCO1
lncRNA	ENSG00000286069
lncRNA	CISTR
lncRNA	ENSG00000260030
misc_RNA	RN7SKP289
lncRNA	HOXC13-AS
protein_coding	HOXC13
protein_coding	HOXC12
lncRNA	HOTAIR
misc_RNA	ENSG00000275589
misc_RNA	ENSG00000277994
misc_RNA	ENSG00000274817
misc_RNA	ENSG00000277129
protein_coding	HOXC11
lncRNA	HOXC-AS3
protein_coding	HOXC10
protein_coding	ENSG00000273049
protein_coding	HOXC6
miRNA	MIR196A2
lncRNA	HOXC-AS2
protein_coding	HOXC9
lncRNA	HOXC-AS1
protein_coding	HOXC8
protein_coding	HOXC4
lncRNA	ENSG00000273046
lncRNA	ENSG00000260597
protein_coding	HOXC5
miRNA	MIR615
lncRNA	FLJ12825
transcribed_unprocessed_pseudogene	ENSG00000250654
lncRNA	ENSG00000249388
lncRNA	FAM242C
protein_coding	SMUG1
lncRNA	LINC02381
lncRNA	ENSG00000260470
lncRNA	ENSG00000257534
lncRNA	ENSG00000248576
protein_coding	CBX5
miRNA	MIR3198-2
misc_RNA	RN7SL390P
lncRNA	SCAT2
lncRNA	ENSG00000258344
lncRNA	ENSG00000289154
protein_coding	HNRNPA1
protein_coding	NFE2
protein_coding	COPZ1
snRNA	RNU6-950P
miRNA	MIR148B
misc_RNA	RN7SL744P
lncRNA	ENSG00000258137
lncRNA	ENSG00000258086
protein_coding	GPR84
protein_coding	ZNF385A
protein_coding	ITGA5
lncRNA	LINC01154
protein_coding	GTSF1
protein_coding	NCKAP1L
lncRNA	ENSG00000257824
protein_coding	PDE1B
protein_coding	PPP1R1A
transcribed_unitary_pseudogene	GLYCAM1
protein_coding	LACRT
protein_coding	DCD
lncRNA	ENSG00000257634
processed_pseudogene	VDAC1P5
protein_coding	MUCL1
protein_coding	TESPA1
lncRNA	ENSG00000257870
protein_coding	NEUROD4
transcribed_unitary_pseudogene	OR9K1P
processed_pseudogene	ENSG00000257350
protein_coding	OR9K2
unprocessed_pseudogene	OR9R1P
unprocessed_pseudogene	OR10U1P
protein_coding	OR10A7
protein_coding	OR6C74
unprocessed_pseudogene	OR6C69P
unprocessed_pseudogene	OR6C72P
protein_coding	OR6C6
unprocessed_pseudogene	OR6C5P
protein_coding	OR6C1
protein_coding	OR6C3
unprocessed_pseudogene	OR6C7P
protein_coding	OR6C75
transcribed_unprocessed_pseudogene	OR6C71P
transcribed_unprocessed_pseudogene	OR6C66P
unprocessed_pseudogene	OR6C73P
protein_coding	OR6C65
processed_pseudogene	PHC1P1
protein_coding	OR6C76
lncRNA	ENSG00000258763
protein_coding	OR6C2
protein_coding	OR6C70
protein_coding	OR6C68
unprocessed_pseudogene	OR6C64P
protein_coding	OR6C4
protein_coding	OR2AP1
transcribed_unprocessed_pseudogene	OR6U2P
protein_coding	OR10P1
lncRNA	ENSG00000258921
unprocessed_pseudogene	OR10AE3P
processed_pseudogene	PSMB3P1
processed_pseudogene	ENSG00000270458
protein_coding	METTL7B
protein_coding	ITGA7
protein_coding	ENSG00000258311
protein_coding	BLOC1S1
protein_coding	RDH5
protein_coding	CD63
lncRNA	CD63-AS1
processed_pseudogene	ENSG00000257384
protein_coding	GDF11
protein_coding	SARNP
protein_coding	ENSG00000257390
lncRNA	ENSG00000257509
protein_coding	ORMDL2
protein_coding	DNAJC14
transcribed_unitary_pseudogene	TMEM198B
protein_coding	MMP19
processed_pseudogene	OLA1P3
processed_pseudogene	GSTP1P1
protein_coding	PYM1
protein_coding	DGKA
lncRNA	ENSG00000273973
protein_coding	PMEL
protein_coding	CDK2
lncRNA	ENSG00000258554
protein_coding	RAB5B
processed_pseudogene	ENSG00000237493
protein_coding	SUOX
protein_coding	IKZF4
lncRNA	ENSG00000273890
lncRNA	ENSG00000257449
protein_coding	RPS26
protein_coding	ERBB3
protein_coding	ENSG00000257411
protein_coding	PA2G4
lncRNA	ENSG00000257553
protein_coding	RPL41
protein_coding	ESYT1
protein_coding	ZC3H10
lncRNA	ENSG00000258345
lncRNA	ENSG00000258317
lncRNA	MYL6B-AS1
protein_coding	MYL6B
protein_coding	MYL6
protein_coding	SMARCC2
lncRNA	ENSG00000258199
protein_coding	RNF41
protein_coding	NABP2
protein_coding	SLC39A5
protein_coding	ANKRD52
protein_coding	COQ10A
lncRNA	ENSG00000258260
protein_coding	CS
protein_coding	ENSG00000144785
lncRNA	CNPY2-AS1
lncRNA	ENSG00000257740
protein_coding	CNPY2
protein_coding	PAN2
protein_coding	IL23A
protein_coding	STAT2
snRNA	RNU7-40P
protein_coding	APOF
processed_pseudogene	APONP
processed_pseudogene	ENSG00000259099
lncRNA	ENSG00000276272
processed_pseudogene	ENSG00000274569
protein_coding	TIMELESS
protein_coding	MIP
protein_coding	ENSG00000285528
protein_coding	SPRYD4
protein_coding	GLS2
processed_pseudogene	HSPD1P4
protein_coding	RBMS2
snRNA	RNU6-343P
protein_coding	BAZ2A
protein_coding	ATP5F1B
snoRNA	SNORD59A
protein_coding	PTGES3
misc_RNA	RN7SL809P
protein_coding	NACA
protein_coding	ENSG00000285625
protein_coding	PRIM1
protein_coding	HSD17B6
transcribed_processed_pseudogene	ENSG00000258679
processed_pseudogene	ENSG00000273536
unprocessed_pseudogene	ENSG00000258816
snoRNA	ENSG00000212383
protein_coding	SDR9C7
processed_pseudogene	ENSG00000278400
protein_coding	RDH16
unprocessed_pseudogene	ENSG00000278399
lncRNA	ENSG00000287715
protein_coding	GPR182
protein_coding	ZBTB39
protein_coding	TAC3
protein_coding	MYO1A
protein_coding	NEMP1
protein_coding	NAB2
protein_coding	STAT6
protein_coding	LRP1
lncRNA	LRP1-AS
miRNA	MIR1228
protein_coding	NXPH4
lncRNA	ENSG00000276727
protein_coding	SHMT2
protein_coding	NDUFA4L2
protein_coding	STAC3
protein_coding	ENSG00000258830
protein_coding	R3HDM2
snRNA	RNU6-879P
lncRNA	R3HDM2-DT
protein_coding	INHBC
protein_coding	INHBE
lncRNA	ENSG00000287200
protein_coding	GLI1
protein_coding	ARHGAP9
protein_coding	MARS1
miRNA	MIR6758
protein_coding	DDIT3
protein_coding	ENSG00000285133
miRNA	MIR616
protein_coding	MBD6
protein_coding	DCTN2
protein_coding	KIF5A
protein_coding	PIP4K2C
protein_coding	DTX3
protein_coding	ARHGEF25
lncRNA	ENSG00000224713
protein_coding	ENSG00000287908
transcribed_unitary_pseudogene	SLC26A10
protein_coding	B4GALNT1
processed_pseudogene	RPL13AP23
protein_coding	OS9
lncRNA	ENSG00000257342
protein_coding	AGAP2
lncRNA	AGAP2-AS1
protein_coding	TSPAN31
protein_coding	CDK4
miRNA	MIR6759
protein_coding	MARCHF9
protein_coding	CYP27B1
protein_coding	METTL1
protein_coding	EEF1AKMT3
protein_coding	ENSG00000257921
protein_coding	TSFM
protein_coding	AVIL
lncRNA	ENSG00000270039
snRNA	RNU6-1083P
lncRNA	ENSG00000269903
protein_coding	CTDSP2
miRNA	MIR26A2
lncRNA	ENSG00000257953
lncRNA	ENSG00000245651
lncRNA	ENSG00000273805
protein_coding	ATP23
lncRNA	GIHCG
processed_pseudogene	ENSG00000257159
misc_RNA	RN7SKP65
processed_pseudogene	ENSG00000257668
lncRNA	LINC02403
TEC	ENSG00000279134
TEC	ENSG00000279411
processed_pseudogene	RPL21P103
processed_pseudogene	ENSG00000258133
lncRNA	ENSG00000258231
lncRNA	LINC02388
protein_coding	LRIG3
lncRNA	LRIG3-DT
processed_pseudogene	RPS6P22
processed_pseudogene	ENSG00000257288
lncRNA	ENSG00000286351
lncRNA	ENSG00000286279
lncRNA	ENSG00000258214
snRNA	RNU6-279P
snRNA	RNU6-871P
lncRNA	LINC02448
snRNA	RNU4-20P
protein_coding	SLC16A7
processed_pseudogene	ENSG00000257146
processed_pseudogene	ENSG00000237176
lncRNA	ENSG00000257294
lncRNA	ENSG00000287014
processed_pseudogene	ENSG00000258184
snoRNA	ENSG00000251822
processed_pseudogene	ENSG00000257865
processed_pseudogene	ENSG00000257308
processed_pseudogene	DUX4L52
lncRNA	ENSG00000286402
protein_coding	TAFA2
processed_pseudogene	RPL21P104
processed_pseudogene	KRT8P19
processed_pseudogene	RPS3P6
lncRNA	ENSG00000257880
processed_pseudogene	KLF17P1
protein_coding	USP15
miRNA	MIR6125
snRNA	RNU6-595P
protein_coding	MON2
lncRNA	ENSG00000257568
snRNA	RNU6-399P
lncRNA	LINC01465
lncRNA	MIRLET7IHG
miRNA	MIRLET7I
lncRNA	ENSG00000275180
protein_coding	PPM1H
processed_pseudogene	RPL32P26
processed_pseudogene	GAPDHP44
snRNA	RNU1-83P
processed_pseudogene	RPL14P1
processed_pseudogene	ENSG00000257779
transcribed_processed_pseudogene	LDHAL6CP
lncRNA	ENSG00000257235
processed_pseudogene	RSL24D1P5
protein_coding	AVPR1A
TEC	ENSG00000279444
processed_pseudogene	HNRNPA1P69
lncRNA	ENSG00000258117
protein_coding	DPY19L2
lncRNA	ENSG00000249753
processed_pseudogene	ENSG00000257005
transcribed_unprocessed_pseudogene	ENSG00000255583
processed_pseudogene	ENSG00000240027
protein_coding	RXYLT1
lncRNA	RXYLT1-AS1
processed_pseudogene	PABPC1P4
protein_coding	SRGAP1
processed_pseudogene	RPL36AP41
lncRNA	ENSG00000256571
processed_pseudogene	ENSG00000256399
processed_pseudogene	ENSG00000255780
lncRNA	ENSG00000255886
lncRNA	ENSG00000287618
lncRNA	ENSG00000255817
lncRNA	ENSG00000255629
protein_coding	KICS2
snRNA	RNU6-1009P
transcribed_processed_pseudogene	ENSG00000243024
snRNA	RNU5A-7P
protein_coding	C12orf56
processed_pseudogene	OOEPP2
processed_pseudogene	ATP6V1E1P3
snoRNA	ENSG00000238440
protein_coding	XPOT
processed_pseudogene	ENSG00000255566
lncRNA	ENSG00000277895
protein_coding	TBK1
